deposit,poutcome_success,poutcome_is_unknown,poutcome_failure,poutcome_other,was_previously_contacted,previous_log1p,contact_is_unknown,contact_cellular,has_debt,financial_stress,balance_log1p,net_balance_indicator,is_peak_month,month_may,month_mar,month_sep,month_oct,month_dec,marital_single,marital_married,education_tertiary,education_primary,education_secondary,job,pdays,pdays_contacted,campaign_capped,age_squared
1,False,1,False,False,0,0.0,0,True,1,0,8.86120833720818,1,0,False,False,False,False,False,False,True,False,False,True,admin.,-1,,2.0,2025
1,False,0,True,False,1,0.6931471805599453,0,True,1,0,8.920789888464375,1,0,False,False,False,False,False,True,False,True,False,False,management,119,119.0,1.0,841
1,False,1,False,False,0,0.0,0,True,0,0,9.13043098874788,1,0,False,False,False,False,False,False,False,True,False,False,management,-1,,2.0,3025
1,True,0,False,False,1,1.791759469228055,0,True,1,0,8.997147151515142,1,0,False,False,False,False,False,True,False,False,False,True,technician,96,96.0,2.0,676
1,False,1,False,False,0,0.0,0,True,0,0,9.229063985974284,1,0,False,False,False,False,False,True,False,True,False,False,management,-1,,3.0,900
1,False,1,False,False,0,0.0,0,True,0,0,8.860641041773876,1,0,False,False,False,False,False,False,False,False,False,True,admin.,-1,,1.0,2916
1,False,1,False,False,0,0.0,0,True,0,0,8.83884181343129,1,0,False,False,False,False,False,True,False,True,False,False,blue-collar,-1,,1.0,1521
1,True,0,False,False,1,0.6931471805599453,0,True,0,0,9.173157580848466,1,0,False,False,False,False,False,True,False,True,False,False,management,72,72.0,2.0,676
1,False,1,False,False,0,0.0,0,True,0,0,9.406071615680055,1,0,False,False,False,False,False,False,True,False,False,True,retired,-1,,1.0,3249
1,False,0,True,False,1,0.6931471805599453,0,True,0,0,8.860782895806315,1,0,False,False,False,False,False,False,True,True,False,False,unemployed,119,119.0,1.0,1521
1,False,1,False,False,0,0.0,0,True,0,0,8.887100204123687,1,0,False,False,False,False,False,True,False,False,False,True,blue-collar,-1,,1.0,625
1,True,0,False,False,1,0.6931471805599453,0,True,0,0,9.284148299120902,1,0,False,False,False,False,False,False,True,False,True,False,blue-collar,93,93.0,2.0,1849
1,False,0,False,True,1,1.3862943611198906,0,True,1,0,8.953898535260459,1,0,False,False,False,False,False,False,True,False,False,True,blue-collar,85,85.0,2.0,1024
1,False,0,False,True,1,0.6931471805599453,0,True,1,0,8.899730794880696,1,0,False,False,False,False,False,False,False,True,False,False,management,20,20.0,1.0,1849
1,False,1,False,False,0,0.0,0,True,0,0,8.943636705909594,1,0,False,False,False,False,False,False,False,True,False,False,management,-1,,3.0,2500
1,True,0,False,False,1,1.6094379124341005,0,True,1,0,8.839421607620602,1,0,False,False,False,False,False,False,True,False,False,True,services,94,94.0,2.0,1225
1,False,1,False,False,0,0.0,0,True,1,1,8.847503625923641,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,2.0,1369
1,False,1,False,False,0,0.0,0,True,0,0,8.927048647825695,1,0,False,False,False,False,False,True,False,False,False,True,admin.,-1,,1.0,1764
1,False,1,False,False,0,0.0,0,True,0,0,9.096051225574056,1,0,False,False,False,False,False,False,True,False,False,True,management,-1,,1.0,729
1,False,1,False,False,0,0.0,0,True,0,0,8.88016824790345,1,0,False,False,False,False,False,True,False,False,False,True,services,-1,,1.0,729
1,False,1,False,False,0,0.0,0,True,0,0,8.912069097970134,1,0,False,False,False,False,False,True,False,True,False,False,management,-1,,1.0,841
1,False,1,False,False,0,0.0,0,True,0,0,9.062768007509048,1,0,False,False,False,False,False,True,False,False,False,True,student,-1,,1.0,841
1,False,1,False,False,0,0.0,0,True,0,0,8.850947451970402,1,0,False,False,False,False,False,True,False,False,False,True,student,-1,,1.0,676
1,False,1,False,False,0,0.0,0,True,0,0,10.27280721400794,1,0,False,False,False,False,False,True,False,True,False,False,admin.,-1,,1.0,1521
1,False,0,True,False,1,1.0986122886681098,0,True,1,1,8.831857935197906,0,0,False,False,False,False,False,False,True,False,False,True,services,122,122.0,2.0,1681
1,False,1,False,False,0,0.0,0,True,0,0,8.861350110795998,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,1.0,841
1,False,0,False,True,1,2.70805020110221,0,True,1,0,8.8771028978649,1,0,False,False,False,False,False,True,False,True,False,False,technician,80,80.0,1.0,1089
1,False,0,False,True,1,1.0986122886681098,0,True,0,0,9.37534620656045,1,0,False,False,False,False,False,False,True,True,False,False,management,119,119.0,1.0,1024
1,False,1,False,False,0,0.0,0,True,1,0,8.891236429516061,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,1.0,900
1,True,0,False,False,1,0.6931471805599453,0,True,0,0,8.984568369308281,1,0,False,False,False,False,False,True,False,False,False,True,technician,98,98.0,2.0,1444
1,False,1,False,False,0,0.0,0,True,0,0,9.04911472347696,1,0,False,False,False,False,False,False,True,False,False,True,admin.,-1,,2.0,3025
1,False,1,False,False,0,0.0,0,True,0,0,9.073374516903025,1,0,False,False,False,False,False,True,False,False,False,True,admin.,-1,,1.0,625
1,False,0,True,False,1,1.3862943611198906,0,True,1,0,8.99205997632796,1,0,False,False,False,False,False,False,False,False,False,True,entrepreneur,391,391.0,2.0,1444
1,False,0,True,False,1,1.3862943611198906,0,True,1,1,8.91085558740525,1,0,False,False,False,False,False,False,True,False,False,True,blue-collar,119,119.0,1.0,1225
1,False,1,False,False,0,0.0,0,True,0,0,8.832733591996416,1,0,False,False,False,False,False,False,True,False,False,True,unemployed,-1,,4.0,961
1,False,1,False,False,0,0.0,0,True,0,0,8.915029272359911,1,0,False,False,False,False,False,True,False,False,False,True,services,-1,,2.0,625
1,True,0,False,False,1,1.0986122886681098,0,True,0,0,8.91811465947453,1,0,False,False,False,False,False,True,False,True,False,False,management,97,97.0,1.0,961
1,False,1,False,False,0,0.0,0,True,0,0,8.907476977528738,1,0,False,False,False,False,False,True,False,False,False,True,student,-1,,2.0,729
1,False,0,True,False,1,1.3862943611198906,0,True,0,0,8.87514731685335,1,0,False,False,False,False,False,True,False,False,False,True,admin.,126,126.0,3.0,1156
1,False,0,True,False,1,2.19722457733622,0,True,1,0,8.966228514225776,1,0,False,False,False,False,False,True,False,False,False,True,admin.,50,50.0,3.0,1600
1,False,1,False,False,0,0.0,0,True,0,0,8.954931860074698,1,0,False,False,False,False,False,False,True,False,False,True,admin.,-1,,1.0,729
1,True,0,False,False,1,0.6931471805599453,0,True,0,0,8.856518497019858,1,0,False,False,False,False,False,True,False,False,False,True,management,87,87.0,1.0,784
1,False,1,False,False,0,0.0,0,True,0,0,9.045701550034536,1,0,False,False,False,False,False,True,False,False,False,True,management,-1,,1.0,784
1,True,0,False,False,1,2.079441541679836,0,True,0,0,8.978912601074276,1,0,False,False,False,False,False,False,False,False,False,True,admin.,86,86.0,1.0,1225
1,False,1,False,False,0,0.0,0,True,0,0,9.085797036901582,1,0,False,False,False,False,False,False,True,False,True,False,retired,-1,,1.0,3364
1,False,1,False,False,0,0.0,0,True,0,0,9.080459451121662,1,0,False,False,False,False,False,False,True,True,False,False,technician,-1,,1.0,1936
1,False,1,False,False,0,0.0,0,False,0,0,9.069928218259438,1,0,False,False,False,False,False,False,True,False,False,True,retired,-1,,1.0,3249
1,True,0,False,False,1,0.6931471805599453,0,True,1,0,8.837971491357209,1,0,False,False,False,False,False,True,False,True,False,False,self-employed,94,94.0,1.0,625
1,False,1,False,False,0,0.0,0,True,0,0,8.941545475242885,1,0,False,False,False,False,False,True,False,False,False,True,student,-1,,1.0,441
1,False,1,False,False,0,0.0,0,True,0,0,8.955964118230874,1,0,False,False,False,False,False,False,True,False,False,True,technician,-1,,1.0,2401
1,False,1,False,False,0,0.0,0,True,0,0,9.62535969288916,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,1.0,2916
1,False,1,False,False,0,0.0,0,True,0,0,8.831857935197906,0,0,False,False,False,False,False,False,True,False,True,False,retired,-1,,2.0,3481
1,False,1,False,False,0,0.0,0,True,1,0,8.951958168569265,1,0,False,False,False,False,False,True,False,True,False,False,management,-1,,1.0,784
1,False,1,False,False,0,0.0,0,True,0,0,9.320986892063246,1,0,False,False,False,False,False,False,True,False,False,True,blue-collar,-1,,1.0,1369
1,False,1,False,False,0,0.0,0,True,1,0,8.831857935197906,0,0,False,False,False,False,False,True,False,True,False,False,technician,-1,,2.0,900
1,False,1,False,False,0,0.0,0,False,0,0,8.935113740791747,1,0,False,False,False,False,False,True,False,False,True,False,housemaid,-1,,3.0,1225
1,True,0,False,False,1,0.6931471805599453,0,True,0,0,8.958411469230219,1,0,False,False,False,False,False,True,False,True,False,False,management,98,98.0,2.0,961
1,False,1,False,False,0,0.0,0,True,0,0,8.862908295118627,1,0,False,False,False,False,False,True,False,False,True,False,unemployed,-1,,3.0,1681
1,False,1,False,False,0,0.0,0,False,0,0,8.988196320995057,1,0,False,False,False,False,False,True,False,True,False,False,unemployed,-1,,1.0,900
1,False,1,False,False,0,0.0,0,True,0,0,9.22414465295258,1,0,False,False,False,False,False,True,False,True,False,False,self-employed,-1,,2.0,784
1,False,1,False,False,0,0.0,0,True,1,0,8.91341571815747,1,0,False,False,False,False,False,True,False,False,False,True,unemployed,-1,,2.0,961
1,False,1,False,False,0,0.0,0,True,1,1,8.885855993000296,1,0,False,False,False,False,False,False,False,True,False,False,management,-1,,2.0,2809
1,True,0,False,False,1,0.6931471805599453,0,True,0,0,8.926783114101351,1,0,False,False,False,False,False,True,False,False,False,True,blue-collar,91,91.0,2.0,484
1,False,1,False,False,0,0.0,0,True,1,0,8.845201135339584,1,0,False,False,False,False,False,False,True,False,True,False,services,-1,,7.0,1296
1,False,1,False,False,0,0.0,0,True,0,0,8.841448244098858,1,0,False,False,False,False,False,True,False,False,False,True,technician,-1,,2.0,1089
1,False,1,False,False,0,0.0,0,True,0,0,8.867990898182093,1,0,False,False,False,False,False,True,False,True,False,False,technician,-1,,3.0,961
1,False,1,False,False,0,0.0,0,True,0,0,9.504724932487637,1,0,False,False,False,False,False,False,True,True,False,False,admin.,-1,,3.0,2401
1,False,1,False,False,0,0.0,0,True,0,0,9.09862638234618,1,0,False,False,False,False,False,False,True,False,False,False,self-employed,-1,,6.0,2601
1,False,1,False,False,0,0.0,0,True,1,0,8.873888135154973,1,0,False,False,False,False,False,False,True,False,False,True,technician,-1,,3.0,1156
1,False,1,False,False,0,0.0,0,True,0,0,8.990441550826862,1,0,False,False,False,False,False,False,True,False,True,False,blue-collar,-1,,4.0,1225
1,True,0,False,False,1,1.0986122886681098,0,True,0,0,9.662370949231669,1,0,False,False,False,False,False,True,False,True,False,False,admin.,83,83.0,2.0,1024
1,True,0,False,False,1,1.6094379124341005,0,True,0,0,9.23561817916045,1,0,False,False,False,False,False,False,False,True,False,False,entrepreneur,85,85.0,4.0,1296
1,False,1,False,False,0,0.0,0,True,0,0,9.39715183404299,1,0,False,False,False,False,False,True,False,True,False,False,management,-1,,2.0,961
1,False,1,False,False,0,0.0,0,False,0,0,9.257128533474942,1,0,False,False,False,False,False,True,False,True,False,False,technician,-1,,7.0,625
1,False,1,False,False,0,0.0,0,True,0,0,8.833608482690892,1,0,False,False,False,False,False,True,False,True,False,False,services,-1,,6.0,625
1,False,0,True,False,1,1.0986122886681098,0,True,0,0,8.9082888855571,1,0,False,False,False,False,False,False,True,False,False,True,management,357,357.0,7.0,3600
1,False,0,False,True,1,0.6931471805599453,0,True,0,0,9.752373922866369,1,0,False,False,False,False,False,True,False,True,False,False,self-employed,207,207.0,2.0,1600
1,False,0,False,True,1,1.0986122886681098,0,True,0,0,9.0432226489245,1,0,False,False,False,False,False,False,True,True,False,False,management,98,98.0,2.0,2500
1,False,1,False,False,0,0.0,0,True,1,0,8.931551966694522,1,0,False,False,False,False,False,True,False,True,False,False,management,-1,,1.0,1024
1,False,1,False,False,0,0.0,0,False,0,0,9.24917639576138,1,0,False,False,False,False,False,False,True,False,False,True,admin.,-1,,6.0,3600
1,False,1,False,False,0,0.0,0,True,0,0,8.95712413640568,1,0,False,False,False,False,False,False,True,False,False,True,services,-1,,1.0,1024
1,False,1,False,False,0,0.0,0,True,0,0,9.006386515055114,1,0,False,False,False,False,False,False,True,False,False,True,entrepreneur,-1,,1.0,2704
1,True,0,False,False,1,0.6931471805599453,0,True,0,0,8.868976189274543,1,0,False,False,False,False,False,False,True,False,False,True,technician,89,89.0,1.0,3481
1,False,1,False,False,0,0.0,0,True,1,1,8.63817111796914,0,0,False,False,False,False,False,False,True,False,False,True,retired,-1,,2.0,3136
1,False,1,False,False,0,0.0,0,True,0,0,8.884748726451182,1,0,False,False,False,False,False,True,False,True,False,False,management,-1,,1.0,2209
1,False,1,False,False,0,0.0,0,True,0,0,9.246382963323112,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,2.0,1849
1,False,1,False,False,0,0.0,0,True,0,0,8.902999661861218,1,0,False,False,False,False,False,True,False,False,False,True,services,-1,,1.0,625
1,False,0,False,True,1,0.6931471805599453,0,True,0,0,9.06242024189956,1,0,False,False,False,False,False,True,False,False,False,True,student,207,207.0,1.0,961
1,False,1,False,False,0,0.0,0,True,0,0,10.219538399038353,1,0,False,False,False,False,False,True,False,True,False,False,management,-1,,1.0,729
1,False,0,True,False,1,0.6931471805599453,0,True,0,0,9.041211408968213,1,0,False,False,False,False,False,False,True,False,False,True,admin.,105,105.0,1.0,676
1,True,0,False,False,1,0.6931471805599453,0,True,1,0,8.968141414126814,1,0,False,False,False,False,False,True,False,True,False,False,admin.,90,90.0,1.0,1369
1,False,1,False,False,0,0.0,0,True,0,0,8.85180655855245,1,0,False,False,False,False,False,True,False,True,False,False,admin.,-1,,2.0,729
1,False,1,False,False,0,0.0,0,True,0,0,8.910585718290132,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,1.0,2401
1,False,1,False,False,0,0.0,0,True,0,0,8.856376036730422,1,0,False,False,False,False,False,True,False,True,False,False,management,-1,,1.0,676
1,False,1,False,False,0,0.0,0,True,0,0,8.902591637374087,1,0,False,False,False,False,False,True,False,True,False,False,management,-1,,2.0,784
1,False,1,False,False,0,0.0,0,True,1,1,8.885717651712119,1,0,False,False,False,False,False,False,True,False,False,True,blue-collar,-1,,2.0,1089
1,False,1,False,False,0,0.0,0,True,0,0,9.970304725573444,1,0,False,False,False,False,False,False,True,False,False,False,technician,-1,,2.0,961
1,False,1,False,False,0,0.0,0,True,1,1,8.92771217382708,1,0,False,False,False,False,False,False,True,False,False,True,services,-1,,3.0,1024
1,False,1,False,False,0,0.0,0,True,0,0,9.150165648940114,1,0,False,False,False,False,False,True,False,False,False,True,technician,-1,,4.0,900
1,False,1,False,False,0,0.0,0,True,0,0,8.894533135798554,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,3.0,1156
1,False,1,False,False,0,0.0,0,True,0,0,9.09638749190015,1,0,False,False,False,False,False,False,True,False,True,False,retired,-1,,2.0,3364
1,False,0,True,False,1,1.0986122886681098,0,True,1,1,9.12945564323572,1,0,False,False,False,False,False,False,True,True,False,False,management,314,314.0,2.0,1156
1,False,0,False,True,1,1.791759469228055,0,False,0,0,9.011401509358793,1,0,False,False,False,False,False,True,False,False,False,True,services,92,92.0,6.0,676
1,False,0,True,False,1,1.0986122886681098,0,False,0,0,9.5674552191433,1,0,False,False,False,False,False,True,False,True,False,False,management,211,211.0,5.0,2401
1,False,1,False,False,0,0.0,0,True,0,0,9.766062876624456,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,3.0,3249
1,False,0,True,False,1,0.6931471805599453,0,False,0,0,8.892061625546935,1,0,False,False,False,False,False,False,True,False,True,False,retired,140,140.0,1.0,6889
1,True,0,False,False,1,0.6931471805599453,0,True,0,0,8.967759126769497,1,0,False,False,False,False,False,False,True,True,False,False,management,104,104.0,1.0,3721
1,False,1,False,False,0,0.0,0,True,1,0,9.458371638798171,1,0,False,False,False,False,False,False,True,False,False,True,retired,-1,,1.0,4096
1,False,0,True,False,1,1.3862943611198906,0,True,1,1,9.094929520464856,1,0,False,False,False,False,False,False,True,False,False,True,admin.,109,109.0,1.0,1369
1,False,1,False,False,0,0.0,0,True,0,0,8.831857935197906,0,0,False,False,False,False,False,False,True,False,False,True,retired,-1,,1.0,4624
1,False,1,False,False,0,0.0,0,True,0,0,9.183585634667365,1,0,False,False,False,False,False,False,True,True,False,False,retired,-1,,1.0,5041
1,False,1,False,False,0,0.0,0,True,0,0,9.025575833531088,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,1.0,2916
1,False,1,False,False,0,0.0,0,True,0,0,9.007489523929737,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,1.0,1369
1,False,1,False,False,0,0.0,0,True,0,0,8.897682313454224,1,0,False,False,False,False,False,True,False,False,False,False,student,-1,,1.0,484
1,False,1,False,False,0,0.0,0,True,0,0,9.13043098874788,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,2.0,1936
1,False,1,False,False,0,0.0,0,True,1,1,9.047586120674756,1,0,False,False,False,False,False,False,True,True,False,False,entrepreneur,-1,,3.0,1369
1,True,0,False,False,1,0.6931471805599453,0,True,0,0,8.850947451970402,1,0,False,False,False,False,False,False,True,True,False,False,self-employed,65,65.0,2.0,5184
1,False,1,False,False,0,0.0,0,True,0,0,8.899867211223587,1,0,False,False,False,False,False,False,False,False,True,False,retired,-1,,2.0,4761
1,False,1,False,False,0,0.0,0,True,0,0,8.861066543517762,1,0,False,False,False,False,False,False,True,False,False,True,blue-collar,-1,,2.0,1681
1,False,1,False,False,0,0.0,0,True,1,0,8.844624683385302,1,0,False,False,False,False,False,False,True,False,False,True,blue-collar,-1,,1.0,1936
1,False,1,False,False,0,0.0,0,True,0,0,9.18296917518005,1,0,False,False,False,False,False,True,False,False,False,True,services,-1,,1.0,1024
1,False,1,False,False,0,0.0,0,False,0,0,8.924922401177469,1,0,False,False,False,False,False,False,True,False,False,True,retired,-1,,1.0,6241
1,False,1,False,False,0,0.0,0,True,1,0,8.84246002419529,1,0,False,False,False,False,False,False,True,False,False,True,technician,-1,,1.0,1089
1,False,1,False,False,0,0.0,0,True,0,0,9.006754319877503,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,1.0,2025
1,True,0,False,False,1,1.0986122886681098,0,True,1,0,9.17076759685636,1,0,False,False,False,False,False,False,True,True,False,False,management,395,395.0,1.0,1600
1,False,0,True,False,1,0.6931471805599453,0,False,1,0,9.190953658175992,1,0,False,False,False,False,False,False,True,False,False,True,entrepreneur,342,342.0,1.0,1764
1,False,1,False,False,0,0.0,0,True,0,0,8.959183074206774,1,0,False,False,False,False,False,True,False,False,False,True,technician,-1,,1.0,900
1,True,0,False,False,1,1.3862943611198906,0,True,1,0,9.893689710056018,1,0,False,False,False,False,False,True,False,True,False,False,management,399,399.0,1.0,784
1,False,1,False,False,0,0.0,0,True,0,0,8.831857935197906,0,0,False,False,False,False,False,False,False,False,False,True,housemaid,-1,,2.0,3364
1,True,0,False,False,1,1.791759469228055,0,True,1,0,8.834628222017367,1,0,False,False,False,False,False,False,False,False,False,True,admin.,147,147.0,2.0,1521
1,False,0,True,False,1,1.3862943611198906,0,True,1,0,8.91918561004543,1,0,False,False,False,False,False,False,True,False,False,True,blue-collar,49,49.0,2.0,961
1,False,1,False,False,0,0.0,0,True,0,0,9.422220731011684,1,0,False,False,False,False,False,False,True,False,False,False,admin.,-1,,1.0,2025
1,False,1,False,False,0,0.0,0,False,0,0,8.985445287623167,1,0,False,False,False,False,False,False,True,False,True,False,blue-collar,-1,,1.0,3136
1,False,1,False,False,0,0.0,0,True,0,0,9.009202900924588,1,0,False,False,False,False,False,False,False,True,False,False,management,-1,,2.0,2116
1,False,1,False,False,0,0.0,0,False,0,0,8.973731569708402,1,0,False,False,False,False,False,False,True,False,False,True,retired,-1,,2.0,3136
1,False,1,False,False,0,0.0,0,True,0,0,8.875007486048396,1,0,False,False,False,False,False,True,False,False,False,True,services,-1,,1.0,729
1,True,0,False,False,1,0.6931471805599453,0,True,0,0,8.878915376576483,1,0,False,False,False,False,False,False,True,True,False,False,unemployed,80,80.0,1.0,900
1,False,1,False,False,0,0.0,0,True,0,0,9.18049952996516,1,0,False,False,False,False,False,True,False,True,False,False,self-employed,-1,,1.0,676
1,False,1,False,False,0,0.0,0,True,0,0,8.841737428600585,1,0,False,False,False,False,False,True,False,False,True,False,unemployed,-1,,1.0,1225
1,False,1,False,False,0,0.0,0,True,0,0,9.032767522204432,1,0,False,False,False,False,False,False,True,False,True,False,blue-collar,-1,,6.0,2704
1,False,1,False,False,0,0.0,0,True,0,0,9.045701550034536,1,0,False,False,False,False,False,False,True,False,False,True,admin.,-1,,2.0,2916
1,False,0,False,True,1,0.6931471805599453,0,True,0,0,8.831857935197906,0,0,False,False,False,False,False,False,True,False,True,False,entrepreneur,389,389.0,2.0,1681
1,False,1,False,False,0,0.0,0,True,0,0,8.903271585724212,1,0,False,False,False,False,False,True,False,True,False,False,management,-1,,1.0,576
1,False,1,False,False,0,0.0,0,True,0,0,8.921591063563978,1,0,False,False,False,False,False,True,False,False,False,True,blue-collar,-1,,2.0,784
1,False,1,False,False,0,0.0,0,True,0,0,9.173053787190169,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,3.0,3844
1,False,1,False,False,0,0.0,0,True,0,0,8.851663425366777,1,0,False,False,False,False,False,False,True,False,False,True,technician,-1,,2.0,2704
1,False,1,False,False,0,0.0,0,True,0,0,8.951440100949855,1,0,False,False,False,False,False,True,False,False,False,True,services,-1,,4.0,529
1,False,1,False,False,0,0.0,0,True,0,0,9.645493723786172,1,0,False,False,False,False,False,False,True,False,True,False,retired,-1,,1.0,6724
1,False,1,False,False,0,0.0,0,True,0,0,10.12121647114884,1,0,False,False,False,False,False,False,True,False,False,True,retired,-1,,1.0,3969
1,False,1,False,False,0,0.0,0,True,1,1,8.83927669058535,1,0,False,False,False,False,False,False,True,False,False,True,admin.,-1,,1.0,1024
1,False,1,False,False,0,0.0,0,True,0,0,8.97221007835365,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,1.0,961
1,True,0,False,False,1,0.6931471805599453,0,True,0,0,8.965717788984849,1,0,False,False,False,False,False,False,True,False,False,True,services,386,386.0,2.0,1369
1,False,1,False,False,0,0.0,0,True,0,0,8.892886141190731,1,0,False,False,False,False,False,True,False,True,False,False,technician,-1,,2.0,1600
1,False,1,False,False,0,0.0,0,True,0,0,8.861066543517762,1,0,False,False,False,False,False,False,True,False,False,True,retired,-1,,1.0,4356
1,False,1,False,False,0,0.0,0,True,0,0,9.267287652417933,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,1.0,1369
1,False,0,True,False,1,0.6931471805599453,0,True,1,0,9.536329278582553,1,0,False,False,False,False,False,False,True,False,True,False,unemployed,412,412.0,1.0,1444
1,False,1,False,False,0,0.0,0,True,0,0,8.847934753328465,1,0,False,False,False,False,False,True,False,False,False,True,student,-1,,2.0,729
1,False,1,False,False,0,0.0,0,False,0,0,8.911125383710678,1,0,False,False,False,False,False,False,True,False,True,False,retired,-1,,1.0,3364
1,False,1,False,False,0,0.0,0,False,0,0,8.953898535260459,1,0,False,False,False,False,False,False,True,False,True,False,housemaid,-1,,1.0,2401
1,False,0,True,False,1,0.6931471805599453,0,True,1,0,8.860924729719041,1,0,False,False,False,False,False,True,False,False,False,True,management,62,62.0,1.0,961
1,False,0,True,False,1,1.0986122886681098,0,True,0,0,8.87570644462861,1,0,False,False,False,False,False,True,False,True,False,False,management,229,229.0,1.0,961
1,False,0,True,False,1,0.6931471805599453,0,True,0,0,8.831857935197906,0,0,False,False,False,False,False,False,True,False,False,False,student,385,385.0,1.0,1444
1,False,1,False,False,0,0.0,0,False,0,0,8.892611378172106,1,0,False,False,False,False,False,False,True,False,True,False,retired,-1,,2.0,6241
1,False,1,False,False,0,0.0,0,True,0,0,9.326967183907902,1,0,False,False,False,False,False,False,True,True,False,False,retired,-1,,2.0,5041
1,False,0,False,True,1,0.6931471805599453,0,True,0,0,9.149103062504992,1,0,False,False,False,False,False,False,True,True,False,False,technician,156,156.0,1.0,2704
1,False,1,False,False,0,0.0,0,True,0,0,9.207436158828791,1,0,False,False,False,False,False,False,True,False,False,False,management,-1,,1.0,3025
1,False,1,False,False,0,0.0,0,False,1,0,8.958154135209242,1,0,False,False,False,False,False,False,True,False,False,True,blue-collar,-1,,1.0,2116
1,False,1,False,False,0,0.0,0,True,0,0,9.27284557732758,1,0,False,False,False,False,False,True,False,True,False,False,management,-1,,2.0,784
1,False,1,False,False,0,0.0,0,True,0,0,8.858510813033927,1,0,False,False,False,False,False,True,False,False,False,True,student,-1,,1.0,484
1,False,1,False,False,0,0.0,0,True,1,0,8.85366542803745,1,0,False,False,False,False,False,True,False,True,False,False,management,-1,,3.0,2401
1,False,1,False,False,0,0.0,0,True,0,0,8.946114375560743,1,0,False,False,False,False,False,True,False,False,False,False,student,-1,,2.0,400
1,False,1,False,False,0,0.0,0,True,0,0,8.846784666945227,1,0,False,False,False,False,False,True,False,False,True,False,student,-1,,2.0,361
1,False,1,False,False,0,0.0,0,False,0,0,8.843326450242271,1,0,False,False,False,False,False,True,False,False,True,False,blue-collar,-1,,4.0,1156
1,False,1,False,False,0,0.0,0,True,0,0,9.042868018032436,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,2.0,5329
1,False,0,False,True,1,1.0986122886681098,0,True,0,0,9.141847375530883,1,0,False,False,False,False,False,True,False,True,False,False,management,163,163.0,2.0,729
1,False,1,False,False,0,0.0,0,True,0,0,8.966738978759576,1,0,False,False,False,False,False,False,False,False,True,False,blue-collar,-1,,2.0,3481
1,False,1,False,False,0,0.0,0,True,0,0,8.840290669088972,1,0,False,False,False,False,False,True,False,True,False,False,student,-1,,5.0,625
1,False,0,True,False,1,1.0986122886681098,0,True,0,0,8.877939834725023,1,0,False,False,False,False,False,True,False,False,False,False,entrepreneur,181,181.0,2.0,1936
1,False,1,False,False,0,0.0,0,True,0,0,9.419222713938122,1,0,False,False,False,False,False,True,False,True,False,False,management,-1,,5.0,784
1,True,0,False,False,1,0.6931471805599453,0,True,0,0,8.863332833439587,1,0,False,False,False,False,False,True,False,True,False,False,management,96,96.0,1.0,625
1,False,1,False,False,0,0.0,0,True,0,0,8.998260393017953,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,1.0,784
1,False,1,False,False,0,0.0,0,True,1,1,8.996775795442296,1,0,False,False,False,False,False,False,True,False,False,True,admin.,-1,,1.0,2704
1,False,1,False,False,0,0.0,0,True,0,0,9.048879705849558,1,0,False,False,False,False,False,False,True,True,False,False,management,-1,,1.0,3249
1,False,1,False,False,0,0.0,0,True,0,0,8.95712413640568,1,0,False,False,False,False,False,False,False,True,False,False,management,-1,,1.0,2401
1,False,1,False,False,0,0.0,0,True,0,0,9.05345261643904,1,0,False,False,False,False,False,False,True,True,False,False,technician,-1,,1.0,1089
1,True,0,False,False,1,1.9459101490553128,0,True,1,0,8.989194823324645,1,0,False,False,False,False,False,False,True,False,False,True,technician,96,96.0,1.0,2209
1,False,1,False,False,0,0.0,0,True,1,0,10.17221613707082,1,0,False,False,False,False,False,False,True,False,False,True,retired,-1,,1.0,4624
1,True,0,False,False,1,1.791759469228055,0,True,1,0,9.047233034106032,1,0,False,False,False,False,False,True,False,True,False,False,technician,92,92.0,1.0,1600
1,True,0,False,False,1,0.6931471805599453,0,True,0,0,8.866581653303996,1,0,False,False,False,False,False,False,True,True,False,False,management,96,96.0,2.0,2116
1,False,1,False,False,0,0.0,0,True,0,0,8.886132618174951,1,0,False,False,False,False,False,True,False,False,False,True,technician,-1,,4.0,841
1,True,0,False,False,1,1.0986122886681098,0,True,0,0,9.13043098874788,1,0,False,False,False,False,False,False,False,True,False,False,management,63,63.0,2.0,3025
