age,job,marital,default,housing,loan,month,duration,pdays,deposit,was_previously_contacted,pdays_contacted,has_debt,net_balance_indicator,financial_stress,previous_log1p,balance_log1p,campaign_capped,poutcome_is_unknown,contact_is_unknown,poutcome_failure,poutcome_other,poutcome_success,contact_cellular,contact_telephone,education_primary,education_secondary,education_tertiary,education_unknown,is_peak_month,deposit_bin,month_apr,month_aug,month_dec,month_feb,month_jan,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep
35,management,married,no,yes,no,apr,565,13,1,1,13.0,1,1,0,0.6931471805599453,8.859647499714997,1.0,0,0,True,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
37,management,married,no,no,no,apr,244,-1,1,0,,0,1,0,0.0,9.388904879892426,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
35,admin.,single,no,no,no,apr,400,87,1,1,87.0,0,1,0,1.0986122886681098,8.967376693212666,1.0,0,0,True,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
38,technician,single,no,no,no,apr,800,-1,1,0,,0,1,0,0.0,8.980927207648378,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
33,blue-collar,single,no,yes,yes,apr,482,161,1,1,161.0,1,1,1,0.6931471805599453,8.85051762174672,1.0,0,0,True,False,False,True,False,False,False,False,True,0,1,True,False,False,False,False,False,False,False,False,False,False,False
42,management,married,no,yes,no,apr,316,350,1,1,350.0,1,1,0,1.0986122886681098,9.46568002150671,1.0,0,0,True,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
33,management,married,no,no,no,apr,526,87,1,1,87.0,0,1,0,1.3862943611198906,8.839856232763264,2.0,0,0,True,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
53,management,married,no,no,no,apr,284,84,1,1,84.0,0,1,0,1.3862943611198906,9.044639916198465,3.0,0,0,False,False,True,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
53,services,married,no,no,no,apr,423,-1,1,0,,0,1,0,0.0,8.880446450715093,2.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
31,management,single,no,no,no,apr,209,-1,1,0,,0,1,0,0.0,9.089866218508307,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
26,admin.,single,no,no,no,apr,457,80,1,1,80.0,0,1,0,0.6931471805599453,8.868413284672005,1.0,0,0,False,False,True,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
30,technician,single,no,yes,no,apr,268,-1,1,0,,1,1,0,0.0,9.35296777022594,3.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
24,admin.,single,no,no,no,apr,354,-1,1,0,,0,1,0,0.0,8.974744612722734,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
28,management,single,no,no,no,apr,309,-1,1,0,,0,1,0,0.0,9.066123521215774,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
26,unemployed,single,no,no,no,apr,439,-1,1,0,,0,1,0,0.0,9.245707515813471,2.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
35,technician,married,no,yes,no,apr,616,-1,1,0,,1,1,0,0.0,8.904765846682814,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
28,technician,single,no,no,no,apr,278,-1,1,0,,0,1,0,0.0,8.864464055279676,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
30,admin.,single,no,no,no,apr,437,80,1,1,80.0,0,1,0,0.6931471805599453,8.870522545103873,1.0,0,0,False,False,True,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
32,management,married,no,no,no,apr,532,-1,1,0,,0,1,0,0.0,9.357207447785736,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
52,self-employed,married,no,no,no,apr,917,-1,1,0,,0,1,0,0.0,9.510889310134788,1.0,1,0,False,False,False,False,True,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
38,management,married,no,no,no,apr,242,86,1,1,86.0,0,1,0,0.6931471805599453,8.917578753781104,1.0,0,0,False,False,True,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
34,self-employed,single,no,no,no,apr,430,-1,1,0,,0,1,0,0.0,9.418248450647615,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
29,technician,single,no,no,no,apr,483,13,1,1,13.0,0,1,0,1.791759469228055,8.925720273560222,1.0,0,0,False,False,True,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
30,management,single,no,no,no,apr,306,-1,1,0,,0,1,0,0.0,8.883640232503673,2.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
31,services,single,no,no,no,apr,325,-1,1,0,,0,1,0,0.0,8.857941984804711,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
24,student,single,no,no,no,apr,551,-1,1,0,,0,1,0,0.0,8.89877535906107,1.0,1,0,False,False,False,True,False,True,False,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
25,management,single,no,no,no,apr,458,-1,1,0,,0,1,0,0.0,8.863332833439587,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
47,management,single,no,no,no,apr,387,87,1,1,87.0,0,1,0,0.6931471805599453,8.844336332748933,3.0,0,0,False,False,True,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
33,student,single,no,no,no,apr,352,-1,1,0,,0,1,0,0.0,8.989569004807029,1.0,1,0,False,False,False,True,False,False,False,False,True,0,1,True,False,False,False,False,False,False,False,False,False,False,False
34,admin.,single,no,yes,yes,apr,359,-1,1,0,,1,1,1,0.0,8.834482608620677,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
36,technician,single,no,no,no,apr,260,-1,1,0,,0,1,0,0.0,8.860215358901183,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
50,management,married,no,no,no,apr,780,-1,1,0,,0,1,0,0.0,8.960210955576986,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
34,management,single,no,no,no,apr,580,84,1,1,84.0,0,1,0,2.19722457733622,8.996775795442296,2.0,0,0,False,False,True,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
54,technician,divorced,no,yes,no,apr,258,86,1,1,86.0,1,1,0,1.791759469228055,9.105535257610056,1.0,0,0,False,False,True,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
47,technician,married,no,no,no,apr,376,-1,1,0,,0,1,0,0.0,9.133135301067211,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
31,admin.,married,no,no,no,apr,615,-1,1,0,,0,1,0,0.0,8.83695515733143,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
36,management,married,no,yes,no,apr,555,-1,1,0,,1,1,0,0.0,8.887652690325586,2.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
35,services,married,no,no,no,apr,951,-1,1,0,,0,1,0,0.0,8.918248591035702,1.0,1,0,False,False,False,True,False,False,False,False,True,0,1,True,False,False,False,False,False,False,False,False,False,False,False
25,student,single,no,no,no,apr,664,-1,1,0,,0,1,0,0.0,9.042749779782222,2.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
46,management,married,no,no,no,apr,970,87,1,1,87.0,0,1,0,0.6931471805599453,8.92903790648844,1.0,0,0,True,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
49,entrepreneur,single,no,no,no,apr,618,-1,1,0,,0,1,0,0.0,9.44549154241467,2.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
47,blue-collar,married,no,yes,no,apr,774,164,1,1,164.0,1,1,0,0.6931471805599453,9.169310022418191,2.0,0,0,True,False,False,True,False,True,False,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
35,management,single,no,no,no,apr,175,-1,1,0,,0,1,0,0.0,8.988570876215118,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
30,technician,married,no,no,no,apr,861,-1,1,0,,0,1,0,0.0,8.939187601475613,2.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
31,management,single,no,no,no,apr,327,-1,1,0,,0,1,0,0.0,9.044049632254756,2.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
55,admin.,married,no,no,no,apr,241,-1,1,0,,0,1,0,0.0,8.851949671253948,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
25,admin.,single,no,no,no,apr,327,-1,1,0,,0,1,0,0.0,9.17626639164243,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
26,technician,single,no,no,no,apr,380,-1,1,0,,0,1,0,0.0,8.903271585724212,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
85,retired,married,no,no,no,apr,416,-1,1,0,,0,1,0,0.0,8.846065190692881,1.0,1,0,False,False,False,True,False,True,False,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
29,management,single,no,no,no,apr,645,-1,1,0,,0,1,0,0.0,9.169726689090886,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
39,management,married,no,no,no,apr,342,22,1,1,22.0,0,0,0,1.3862943611198906,8.831857935197906,3.0,0,0,False,True,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
33,blue-collar,single,no,no,no,apr,301,-1,1,0,,0,1,0,0.0,8.902047345620277,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
33,blue-collar,single,no,no,no,apr,169,80,1,1,80.0,0,1,0,1.0986122886681098,8.929170383139624,1.0,0,0,False,False,True,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
58,management,married,no,yes,no,apr,750,164,1,1,164.0,1,1,0,1.6094379124341005,9.305741456739437,2.0,0,0,False,True,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
61,retired,divorced,no,no,no,apr,427,-1,1,0,,0,1,0,0.0,8.958797346140274,3.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
50,admin.,single,no,no,no,apr,652,-1,1,0,,0,1,0,0.0,9.116139576577355,2.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
54,technician,married,no,no,no,apr,766,84,1,1,84.0,0,0,0,1.3862943611198906,8.831857935197906,3.0,0,0,False,False,True,False,True,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
33,technician,married,no,no,no,apr,227,-1,1,0,,0,0,0,0.0,8.831857935197906,2.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
36,admin.,single,no,no,no,apr,230,-1,1,0,,0,1,0,0.0,8.932872621931374,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
31,management,single,no,no,no,apr,502,9,1,1,9.0,0,1,0,1.0986122886681098,8.882252884889363,1.0,0,0,False,False,True,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
24,student,single,no,no,no,apr,567,-1,1,0,,0,1,0,0.0,8.886132618174951,2.0,1,0,False,False,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
29,management,single,no,yes,no,apr,501,-1,1,0,,1,1,0,0.0,10.67130147767883,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
40,management,married,no,no,no,apr,712,-1,1,0,,0,1,0,0.0,8.854664928370534,2.0,1,0,False,False,False,False,True,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
29,blue-collar,single,no,yes,yes,apr,259,296,1,1,296.0,1,1,1,0.6931471805599453,8.933664178700935,1.0,0,0,False,True,False,True,False,False,True,False,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
30,admin.,single,no,no,no,apr,633,85,1,1,85.0,0,1,0,1.0986122886681098,8.875426919818963,1.0,0,0,False,False,True,True,False,False,False,True,False,0,1,True,False,False,False,False,False,False,False,False,False,False,False
45,blue-collar,married,no,no,no,may,675,-1,1,0,,0,1,0,0.0,9.746892220313054,2.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
37,management,single,no,no,no,may,384,-1,1,0,,0,1,0,0.0,9.2093398716426,2.0,1,0,False,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
28,unemployed,single,no,no,no,may,193,87,1,1,87.0,0,1,0,1.3862943611198906,8.865735152124781,1.0,0,0,True,False,False,True,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
33,management,single,no,no,no,may,267,91,1,1,91.0,0,1,0,0.6931471805599453,9.416215681723871,1.0,0,0,True,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
33,technician,married,no,no,no,may,218,-1,1,0,,0,1,0,0.0,8.851090687664982,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
45,blue-collar,married,no,yes,no,may,447,-1,1,0,,1,1,0,0.0,8.921190556249368,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
25,student,single,no,no,no,may,597,-1,1,0,,0,1,0,0.0,8.868131713503033,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
41,blue-collar,married,no,no,no,may,963,83,1,1,83.0,0,1,0,1.3862943611198906,9.385049695767997,1.0,0,0,False,False,True,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
38,technician,divorced,no,yes,no,may,301,90,1,1,90.0,1,1,0,0.6931471805599453,8.955577146281511,3.0,0,0,False,False,True,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
47,technician,married,no,no,no,may,417,76,1,1,76.0,0,1,0,0.6931471805599453,8.879611609982035,1.0,0,0,False,False,True,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
49,management,married,no,no,no,may,1076,175,1,1,175.0,0,1,0,0.6931471805599453,8.83200393125627,3.0,0,0,False,False,True,False,True,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
42,admin.,single,no,yes,no,may,251,-1,1,0,,1,1,0,0.0,9.02401079378469,4.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
33,technician,single,no,yes,no,may,592,66,1,1,66.0,1,1,0,0.6931471805599453,9.046055177668327,1.0,0,0,False,False,True,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
36,admin.,married,no,no,no,may,322,-1,1,0,,0,1,0,0.0,9.217315985712608,11.0,1,0,False,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
60,technician,married,no,no,no,may,545,263,1,1,263.0,0,1,0,1.6094379124341005,8.876963340262272,2.0,0,0,True,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
33,technician,married,no,yes,no,may,532,-1,1,0,,1,1,0,0.0,9.09301972939964,3.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
33,technician,married,no,no,no,may,367,-1,1,0,,0,1,0,0.0,8.910045761473558,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
33,services,single,no,yes,no,may,297,334,1,1,334.0,1,1,0,0.6931471805599453,8.900821604915228,4.0,0,0,False,True,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
32,student,single,no,no,no,may,214,83,1,1,83.0,0,1,0,1.3862943611198906,8.985570498917388,3.0,0,0,False,False,True,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
36,self-employed,married,no,yes,yes,may,1046,333,1,1,333.0,1,1,1,1.0986122886681098,8.85893722196655,3.0,0,0,False,False,True,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
45,technician,married,no,no,no,may,237,-1,1,0,,0,1,0,0.0,9.087833697483386,5.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
35,management,married,no,yes,no,may,458,17,1,1,17.0,1,1,0,1.791759469228055,8.905037290767,3.0,0,0,True,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
38,management,divorced,no,yes,no,may,922,-1,1,0,,1,1,0,0.0,9.489259158757807,4.0,1,0,False,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
30,self-employed,married,no,no,no,may,781,89,1,1,89.0,0,1,0,0.6931471805599453,9.16062477973025,3.0,0,0,False,False,True,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
31,technician,married,no,yes,no,may,347,-1,1,0,,1,1,0,0.0,9.30846476996938,2.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
32,self-employed,divorced,no,no,no,may,949,-1,1,0,,0,1,0,0.0,9.222268942841456,3.0,1,0,False,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
44,self-employed,married,no,yes,no,may,364,-1,1,0,,1,1,0,0.0,8.855378246041125,3.0,1,0,False,False,False,True,False,False,False,False,True,0,1,False,False,False,False,False,False,False,False,True,False,False,False
39,management,single,no,yes,no,may,815,167,1,1,167.0,1,1,0,1.9459101490553128,9.031692060548524,6.0,0,0,True,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
45,blue-collar,married,no,yes,no,may,742,-1,1,0,,1,1,0,0.0,8.942722330560143,4.0,1,0,False,False,False,True,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
32,blue-collar,single,no,no,no,may,268,-1,1,0,,0,1,0,0.0,8.888618807300878,3.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
39,management,single,no,yes,no,may,716,263,1,1,263.0,1,1,0,1.0986122886681098,9.138092207768558,3.0,0,0,True,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
30,management,single,no,no,no,may,365,-1,1,0,,0,1,0,0.0,8.906799883589944,4.0,1,0,False,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
63,management,married,no,no,no,may,475,-1,1,0,,0,1,0,0.0,9.12706745278236,7.0,1,0,False,False,False,False,True,False,False,False,True,0,1,False,False,False,False,False,False,False,False,True,False,False,False
56,retired,married,no,no,no,may,617,-1,1,0,,0,1,0,0.0,9.693753688131835,2.0,1,0,False,False,False,True,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
26,technician,single,no,yes,no,may,1091,-1,1,0,,1,1,0,0.0,8.865876285425417,3.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
37,student,single,no,no,no,may,1063,-1,1,0,,0,1,0,0.0,8.894670262984233,5.0,1,0,False,False,False,True,False,False,False,False,True,0,1,False,False,False,False,False,False,False,False,True,False,False,False
29,management,single,no,no,no,may,267,-1,1,0,,0,1,0,0.0,9.696217350378207,6.0,1,0,False,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
24,student,single,no,no,no,may,340,-1,1,0,,0,1,0,0.0,8.886823846515187,8.0,1,0,False,False,False,False,True,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
35,entrepreneur,married,no,no,no,may,429,164,1,1,164.0,0,1,0,1.0986122886681098,9.192176401348512,4.0,0,0,True,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
43,technician,married,no,no,no,may,331,-1,1,0,,0,1,0,0.0,9.158204617555654,5.0,1,0,False,False,False,False,True,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
39,blue-collar,married,no,no,no,may,841,-1,1,0,,0,1,0,0.0,8.869257522797287,4.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
59,retired,divorced,no,no,no,may,673,90,1,1,90.0,0,1,0,0.6931471805599453,8.904222737368716,6.0,0,0,False,False,True,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
50,blue-collar,married,no,yes,no,may,762,-1,1,0,,1,1,0,0.0,9.45100945015621,3.0,1,0,False,False,False,True,False,True,False,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
44,services,divorced,no,yes,no,may,895,-1,1,0,,1,0,1,0.0,8.776630098427717,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
35,student,single,no,yes,no,may,863,78,1,1,78.0,1,1,0,2.19722457733622,8.85893722196655,1.0,0,0,False,False,True,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
30,blue-collar,married,no,yes,no,may,525,-1,1,0,,1,1,0,0.0,8.840724916761715,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
58,admin.,married,no,yes,yes,may,1090,-1,1,0,,1,1,1,0.0,9.10597935665144,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
37,management,married,no,yes,no,may,838,-1,1,0,,1,1,0,0.0,8.923591197573002,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
39,management,married,no,yes,no,may,811,-1,1,0,,1,0,0,0.0,8.831857935197906,2.0,1,0,False,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
31,blue-collar,single,no,yes,no,may,568,341,1,1,341.0,1,1,0,2.079441541679836,8.86007342433278,1.0,0,0,True,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
33,self-employed,single,no,yes,no,may,955,-1,1,0,,1,1,0,0.0,8.845489236753274,2.0,1,0,False,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
41,management,married,no,yes,no,may,788,-1,1,0,,1,1,0,0.0,8.878358040627822,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
44,services,married,no,yes,no,may,894,-1,1,0,,1,0,1,0.0,8.772455372611907,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
46,blue-collar,married,no,yes,no,may,725,-1,1,0,,1,1,0,0.0,9.691345759329694,3.0,1,0,False,False,False,True,False,False,False,False,True,0,1,False,False,False,False,False,False,False,False,True,False,False,False
30,technician,single,no,yes,yes,may,670,286,1,1,286.0,1,0,1,1.9459101490553128,8.752581469146884,2.0,0,0,True,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
35,admin.,married,no,yes,no,may,862,337,1,1,337.0,1,1,0,0.6931471805599453,9.003931019653137,3.0,0,0,False,True,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
27,admin.,married,no,yes,yes,may,653,334,1,1,334.0,1,1,1,1.0986122886681098,8.930494185292178,1.0,0,0,False,False,True,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
39,technician,divorced,yes,no,no,may,488,-1,1,0,,0,1,1,0.0,8.832295859444011,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
32,self-employed,single,no,yes,no,may,767,-1,1,0,,1,0,0,0.0,8.831857935197906,1.0,1,0,False,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
37,technician,divorced,no,yes,no,may,848,364,1,1,364.0,1,1,0,1.3862943611198906,8.852235835227855,1.0,0,0,True,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
31,technician,single,no,yes,yes,may,530,-1,1,0,,1,1,1,0.0,8.839566503657949,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
30,management,divorced,no,yes,yes,may,984,343,1,1,343.0,1,1,1,1.6094379124341005,8.890685920281129,1.0,0,0,True,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
34,entrepreneur,married,no,yes,no,may,611,183,1,1,183.0,1,0,0,0.6931471805599453,8.831857935197906,1.0,0,0,True,False,False,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
31,blue-collar,single,no,yes,yes,may,1205,-1,1,0,,1,1,1,0.0,9.085683767376628,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
27,admin.,married,no,yes,no,may,837,-1,1,0,,1,0,0,0.0,8.831857935197906,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
36,management,single,no,yes,no,may,839,188,1,1,188.0,1,1,0,0.6931471805599453,9.571853592555165,2.0,0,0,False,False,True,True,False,False,False,True,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
32,admin.,married,no,yes,no,may,519,166,1,1,166.0,1,1,0,1.791759469228055,8.936035096566041,2.0,0,0,True,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
49,management,married,no,yes,no,may,687,343,1,1,343.0,1,1,0,0.6931471805599453,8.846209127360996,2.0,0,0,True,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
29,admin.,single,no,yes,no,may,540,-1,1,0,,1,1,0,0.0,8.869960510523953,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
29,admin.,single,no,yes,no,may,754,-1,1,0,,1,1,0,0.0,8.83579236650274,1.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
28,blue-collar,single,no,yes,no,may,554,-1,1,0,,1,1,0,0.0,8.90557995798965,2.0,1,0,False,False,False,True,False,False,True,False,False,0,1,False,False,False,False,False,False,False,False,True,False,False,False
