age,job,marital,default,housing,loan,day,month,duration,pdays,deposit,was_previously_contacted,pdays_contacted,has_debt,net_balance_indicator,financial_stress,previous_log1p,balance_log1p,campaign_capped,poutcome_is_unknown,contact_is_unknown,poutcome_failure,poutcome_other,poutcome_success,contact_cellular,contact_telephone,education_primary,education_secondary,education_tertiary,education_unknown
27,services,single,no,yes,no,25,feb,416,-1,1,0,,1,1,0,0.0,8.859931469616097,3.0,1,0,False,False,False,True,False,False,True,False,False
63,technician,married,no,no,no,25,feb,318,388,1,1,388.0,0,1,0,0.6931471805599453,8.96469555531546,1.0,0,0,False,False,True,True,False,False,True,False,False
59,technician,married,no,yes,no,25,feb,1422,461,1,1,461.0,1,1,0,0.6931471805599453,9.589803677545346,1.0,0,0,True,False,False,True,False,False,True,False,False
22,student,single,no,no,no,25,feb,169,191,1,1,191.0,0,1,0,1.3862943611198906,8.9614943233096,1.0,0,0,False,False,True,False,True,False,True,False,False
66,management,married,no,yes,no,25,feb,98,87,1,1,87.0,1,1,0,2.3978952727983707,9.104757609401117,1.0,0,0,True,False,False,True,False,False,False,False,True
74,retired,married,no,no,no,25,feb,385,-1,1,0,,0,1,0,0.0,9.01942196795671,2.0,1,0,False,False,False,True,False,True,False,False,False
52,technician,married,no,no,no,26,feb,959,186,1,1,186.0,0,1,0,1.9459101490553132,8.848796450925947,3.0,0,0,False,False,True,True,False,False,True,False,False
71,retired,divorced,no,no,no,26,feb,771,171,1,1,171.0,0,0,0,0.6931471805599453,8.831857935197906,1.0,0,0,False,False,True,True,False,False,True,False,False
33,management,married,no,no,no,26,feb,335,102,1,1,102.0,0,1,0,1.0986122886681098,8.842171048611716,3.0,0,0,True,False,False,True,False,False,False,True,False
56,technician,married,no,no,yes,26,feb,229,192,1,1,192.0,1,1,1,1.6094379124341003,9.081028635495842,1.0,0,0,False,False,True,True,False,False,True,False,False
30,management,single,no,no,no,26,feb,427,191,1,1,191.0,0,1,0,1.3862943611198906,9.409846753524238,1.0,0,0,False,False,True,True,False,False,False,True,False
73,retired,married,no,no,no,26,feb,270,133,1,1,133.0,0,1,0,1.0986122886681098,8.904901577935142,3.0,0,0,False,False,True,False,True,False,False,False,True
28,blue-collar,single,no,yes,no,2,mar,525,89,1,1,89.0,1,0,1,2.4849066497880004,8.825118970345061,1.0,0,0,True,False,False,True,False,False,True,False,False
27,technician,single,no,no,no,2,mar,658,-1,1,0,,0,1,0,0.0,8.977651407818442,1.0,1,0,False,False,False,True,False,False,False,True,False
38,services,single,no,no,no,2,mar,207,-1,1,0,,0,1,0,0.0,8.84505705350085,1.0,1,0,False,False,False,True,False,False,True,False,False
28,technician,single,no,yes,no,2,mar,177,288,1,1,288.0,1,1,0,1.0986122886681098,8.915566545710645,1.0,0,0,True,False,False,True,False,False,True,False,False
37,management,single,no,yes,no,2,mar,313,152,1,1,152.0,1,1,0,1.0986122886681098,8.971575439759016,1.0,0,0,False,False,True,True,False,False,False,True,False
47,technician,married,no,no,no,2,mar,136,203,1,1,203.0,0,1,0,0.6931471805599453,8.865593998902725,2.0,0,0,False,True,False,True,False,True,False,False,False
60,retired,divorced,no,no,no,2,mar,228,390,1,1,390.0,0,1,0,1.0986122886681098,8.832149906002899,4.0,0,0,False,True,False,True,False,False,False,True,False
42,technician,married,no,yes,no,2,mar,311,-1,1,0,,1,1,0,0.0,9.37534620656045,2.0,1,0,False,False,False,True,False,False,True,False,False
27,student,single,no,no,no,2,mar,187,322,1,1,322.0,0,1,0,0.6931471805599453,8.87626525995469,3.0,0,0,False,True,False,False,True,False,False,True,False
25,student,single,no,no,no,3,mar,141,180,1,1,180.0,0,1,0,1.0986122886681098,8.854093907655518,1.0,0,0,True,False,False,True,False,False,True,False,False
90,retired,divorced,no,no,no,3,mar,557,-1,1,0,,0,1,0,0.0,8.93075873555827,1.0,1,0,False,False,False,False,True,True,False,False,False
29,student,single,no,no,no,3,mar,145,198,1,1,198.0,0,1,0,0.6931471805599453,9.577341813632218,2.0,0,0,True,False,False,True,False,False,False,False,True
29,technician,single,no,yes,no,3,mar,355,86,1,1,86.0,1,1,0,1.791759469228055,9.141847375530883,1.0,0,0,True,False,False,True,False,False,False,True,False
63,retired,married,no,no,no,4,mar,180,-1,1,0,,0,1,0,0.0,9.184509611941662,2.0,1,0,False,False,False,True,False,False,True,False,False
32,management,single,no,no,no,4,mar,177,133,1,1,133.0,0,1,0,1.791759469228055,8.882252884889363,2.0,0,0,False,True,False,True,False,False,False,True,False
32,management,married,no,yes,no,4,mar,251,181,1,1,181.0,1,1,0,1.6094379124341003,9.160729871422848,1.0,0,0,True,False,False,True,False,False,False,True,False
42,management,married,no,no,no,4,mar,148,87,1,1,87.0,0,1,0,1.6094379124341003,8.852664927703866,1.0,0,0,True,False,False,True,False,False,False,True,False
26,admin.,single,no,yes,no,4,mar,456,281,1,1,281.0,1,1,0,1.791759469228055,8.937087036176523,2.0,0,0,False,False,True,True,False,False,False,True,False
73,retired,single,no,no,no,4,mar,562,181,1,1,181.0,0,1,0,1.0986122886681098,8.97449144816442,3.0,0,0,True,False,False,True,False,False,True,False,False
26,student,single,no,no,no,5,mar,229,205,1,1,205.0,0,1,0,0.6931471805599453,9.404672841436273,1.0,0,0,True,False,False,True,False,False,True,False,False
60,admin.,married,no,no,no,5,mar,115,-1,1,0,,0,1,0,0.0,9.894900791598806,1.0,1,0,False,False,False,True,False,False,True,False,False
25,blue-collar,single,no,no,no,5,mar,418,-1,1,0,,0,1,0,0.0,8.90354343566472,1.0,1,0,False,False,False,True,False,False,True,False,False
64,retired,married,no,no,no,5,mar,341,179,1,1,179.0,0,1,0,1.6094379124341003,9.04699757378001,4.0,0,0,False,False,True,False,True,False,False,True,False
68,retired,married,no,no,no,5,mar,373,-1,1,0,,0,1,0,0.0,8.895629627136483,1.0,1,0,False,False,False,True,False,True,False,False,False
39,services,married,no,no,no,5,mar,257,394,1,1,394.0,0,1,0,0.6931471805599453,8.839566503657949,1.0,0,1,True,False,False,False,False,False,True,False,False
40,unemployed,single,no,no,no,5,mar,219,91,1,1,91.0,0,1,0,1.9459101490553132,8.879472402074802,1.0,0,0,False,True,False,True,False,False,True,False,False
37,management,married,no,no,no,5,mar,319,-1,1,0,,0,1,0,0.0,9.519294579703503,1.0,1,0,False,False,False,True,False,False,False,True,False
36,services,married,no,yes,no,5,mar,498,179,1,1,179.0,1,1,0,2.0794415416798357,8.839421607620602,2.0,0,0,False,False,True,True,False,False,True,False,False
33,management,divorced,no,no,no,8,mar,264,278,1,1,278.0,0,1,0,0.6931471805599453,9.11482017011877,2.0,0,0,False,False,True,True,False,False,False,True,False
83,retired,married,no,no,no,8,mar,659,-1,1,0,,0,1,0,0.0,9.359622074691938,1.0,1,0,False,False,False,False,True,False,False,True,False
31,technician,married,no,yes,no,8,mar,277,286,1,1,286.0,1,1,0,0.6931471805599453,9.038246335337664,4.0,0,0,True,False,False,True,False,False,False,True,False
64,unemployed,divorced,no,no,no,8,mar,409,-1,1,0,,0,1,0,0.0,8.9142228207033,1.0,1,0,False,False,False,True,False,False,True,False,False
59,unemployed,married,no,no,no,8,mar,301,89,1,1,89.0,0,1,0,1.0986122886681098,8.96264794774056,1.0,0,0,False,False,True,True,False,False,True,False,False
33,management,single,no,no,no,8,mar,241,-1,1,0,,0,1,0,0.0,8.86403999703599,2.0,1,0,False,False,False,True,False,False,False,True,False
35,management,married,no,no,no,9,mar,139,181,1,1,181.0,0,1,0,1.3862943611198906,9.106090350602384,2.0,0,0,False,False,True,True,False,False,False,True,False
69,retired,married,no,no,no,9,mar,225,90,1,1,90.0,0,1,0,0.6931471805599453,8.892199092039693,1.0,0,0,False,False,True,False,True,False,False,False,True
31,management,single,no,no,no,9,mar,469,181,1,1,181.0,0,1,0,1.0986122886681098,8.853093836138493,1.0,0,0,False,False,True,True,False,False,False,True,False
73,retired,married,no,no,no,9,mar,176,-1,1,0,,0,1,0,0.0,8.903407519932264,1.0,1,0,False,False,False,True,False,True,False,False,False
35,technician,married,no,yes,no,9,mar,301,90,1,1,90.0,1,1,0,1.6094379124341003,8.873888135154973,1.0,0,0,False,False,True,True,False,False,True,False,False
28,management,single,no,no,no,9,mar,236,-1,1,0,,0,1,0,0.0,9.068085324395312,1.0,1,0,False,False,False,True,False,False,False,True,False
34,management,married,no,no,no,9,mar,212,181,1,1,181.0,0,1,0,1.9459101490553132,8.854664928370534,3.0,0,0,False,False,True,True,False,False,False,True,False
33,management,married,no,yes,no,9,mar,305,326,1,1,326.0,1,0,0,0.6931471805599453,8.831857935197906,1.0,0,0,False,False,True,True,False,False,False,True,False
36,services,married,no,no,no,9,mar,288,90,1,1,90.0,0,1,0,1.3862943611198906,9.356170820187723,2.0,0,0,False,False,True,True,False,False,True,False,False
44,management,married,no,no,no,9,mar,700,154,1,1,154.0,0,1,0,1.3862943611198906,8.872206756028303,2.0,0,0,False,False,True,True,False,False,False,False,True
19,student,single,no,no,no,9,mar,273,182,1,1,182.0,0,1,0,0.6931471805599453,8.847503625923641,2.0,0,0,False,False,True,True,False,False,False,False,True
28,management,single,no,no,no,9,mar,295,-1,1,0,,0,1,0,0.0,8.85879510585745,1.0,1,0,False,False,False,True,False,False,False,True,False
51,blue-collar,married,no,no,no,9,mar,450,181,1,1,181.0,0,1,0,1.9459101490553132,9.269834943761822,3.0,0,0,False,False,True,False,True,True,False,False,False
52,unemployed,married,no,no,no,10,mar,436,182,1,1,182.0,0,1,0,0.6931471805599453,9.019785010255125,2.0,0,0,False,False,True,True,False,False,True,False,False
61,retired,married,no,yes,yes,10,mar,239,-1,1,0,,1,1,1,0.0,9.174713194333032,1.0,1,0,False,False,False,True,False,False,True,False,False
39,management,married,no,no,no,10,mar,106,478,1,1,478.0,0,1,0,1.3862943611198906,8.90150275745161,2.0,0,0,True,False,False,True,False,False,False,True,False
37,unemployed,married,no,no,no,11,mar,335,-1,1,0,,0,1,0,0.0,9.085570485020233,1.0,1,0,False,False,False,True,False,False,True,False,False
80,retired,married,no,no,no,12,mar,290,93,1,1,93.0,0,1,0,1.0986122886681098,8.854236693405742,1.0,0,0,False,False,True,False,True,True,False,False,False
61,admin.,married,no,no,no,12,mar,212,-1,1,0,,0,1,0,0.0,9.346356175893625,1.0,1,0,False,False,False,True,False,False,True,False,False
72,retired,married,no,no,yes,12,mar,229,339,1,1,339.0,1,1,1,0.6931471805599453,8.961879012677683,3.0,0,0,True,False,False,True,False,False,True,False,False
36,management,married,no,no,no,12,mar,213,182,1,1,182.0,0,1,0,1.9459101490553132,8.901638932300326,3.0,0,0,False,False,True,True,False,False,False,True,False
74,retired,married,no,no,no,15,mar,192,185,1,1,185.0,0,1,0,1.0986122886681098,9.07015834137632,1.0,0,0,False,False,True,True,False,False,False,True,False
35,blue-collar,married,no,no,no,15,mar,427,181,1,1,181.0,0,1,0,1.3862943611198906,8.869398159883518,1.0,0,0,False,False,True,True,False,False,True,False,False
82,retired,divorced,no,no,no,15,mar,506,195,1,1,195.0,0,0,0,0.6931471805599453,8.831857935197906,2.0,0,0,False,True,False,False,True,True,False,False,False
71,retired,married,no,no,no,15,mar,577,-1,1,0,,0,1,0,0.0,9.250522161609014,7.0,1,0,False,False,False,False,True,False,False,True,False
38,housemaid,single,no,yes,no,16,mar,180,302,1,1,302.0,1,1,0,1.3862943611198906,8.897545598709327,1.0,0,0,False,False,True,True,False,False,True,False,False
38,management,married,no,no,no,16,mar,261,-1,1,0,,0,1,0,0.0,8.842893331055539,1.0,1,0,False,False,False,True,False,False,False,False,True
53,admin.,married,no,no,no,16,mar,295,91,1,1,91.0,0,1,0,1.0986122886681098,9.064736398117391,1.0,0,0,False,False,True,False,True,False,True,False,False
29,management,single,no,yes,no,16,mar,231,181,1,1,181.0,1,1,0,1.0986122886681098,8.951958168569265,1.0,0,0,False,False,True,True,False,False,False,True,False
64,retired,married,no,no,no,16,mar,881,155,1,1,155.0,0,1,0,1.0986122886681098,9.103756886573398,3.0,0,0,True,False,False,True,False,True,False,False,False
35,unemployed,single,no,no,no,17,mar,473,-1,1,0,,0,1,0,0.0,8.874028122556336,1.0,1,1,False,False,False,False,False,False,True,False,False
35,admin.,married,no,no,no,18,mar,237,-1,1,0,,0,1,0,0.0,8.875287128108384,1.0,1,0,False,False,False,True,False,False,True,False,False
46,management,divorced,no,no,no,18,mar,420,276,1,1,276.0,0,1,0,0.6931471805599453,8.91905180393029,1.0,0,0,False,True,False,True,False,False,False,True,False
25,blue-collar,single,no,no,no,18,mar,265,-1,1,0,,0,1,0,0.0,8.87514731685335,1.0,1,0,False,False,False,True,False,False,True,False,False
46,management,married,no,yes,no,18,mar,910,184,1,1,184.0,1,1,0,1.6094379124341003,8.870943863837724,2.0,0,0,False,False,True,True,False,False,False,True,False
59,management,married,no,no,no,18,mar,467,188,1,1,188.0,0,1,0,1.9459101490553132,9.229260256828693,2.0,0,0,False,True,False,True,False,False,False,True,False
35,technician,single,no,no,no,18,mar,593,90,1,1,90.0,0,1,0,1.9459101490553132,8.996651979432729,4.0,0,0,False,True,False,True,False,False,True,False,False
22,technician,single,no,yes,no,22,mar,254,-1,1,0,,1,1,0,0.0,8.872346978983032,2.0,1,0,False,False,False,True,False,False,True,False,False
31,management,single,no,no,no,22,mar,247,187,1,1,187.0,0,1,0,1.3862943611198906,9.233373071086755,3.0,0,0,False,False,True,True,False,False,False,True,False
43,management,divorced,no,no,no,22,mar,173,181,1,1,181.0,0,1,0,1.6094379124341003,9.128696382935672,2.0,0,0,False,False,True,True,False,False,False,True,False
35,management,single,no,yes,no,22,mar,215,-1,1,0,,1,1,0,0.0,9.457747175426071,1.0,1,0,False,False,False,True,False,False,False,True,False
60,admin.,married,no,no,no,22,mar,248,90,1,1,90.0,0,1,0,2.3978952727983707,9.267098705794792,1.0,0,0,False,False,True,True,False,False,True,False,False
54,management,married,no,no,no,22,mar,222,188,1,1,188.0,0,1,0,1.9459101490553132,9.163458386076051,1.0,0,0,False,True,False,True,False,False,True,False,False
29,self-employed,single,no,no,no,23,mar,273,-1,1,0,,0,1,0,0.0,8.92319149068606,1.0,1,0,False,False,False,True,False,False,False,True,False
30,student,single,no,no,no,23,mar,128,106,1,1,106.0,0,1,0,1.0986122886681098,9.051344640485725,1.0,0,0,False,False,True,True,False,False,True,False,False
28,management,single,no,no,no,23,mar,191,-1,1,0,,0,1,0,0.0,8.950921764797261,2.0,1,0,False,False,False,True,False,False,False,True,False
43,services,married,no,no,no,25,mar,101,421,1,1,421.0,0,1,0,0.6931471805599453,8.938925271988273,1.0,0,0,False,False,True,True,False,False,True,False,False
37,services,married,no,no,no,25,mar,156,-1,1,0,,0,1,0,0.0,9.161885151706779,1.0,1,0,False,False,False,True,False,False,True,False,False
62,management,married,no,no,no,25,mar,187,178,1,1,178.0,0,1,0,1.0986122886681098,9.232101863757695,1.0,0,0,False,False,True,True,False,False,False,True,False
57,management,married,no,no,no,25,mar,272,178,1,1,178.0,0,1,0,1.9459101490553132,9.766062876624456,1.0,0,0,False,False,True,True,False,False,False,True,False
33,management,single,no,no,no,26,mar,288,-1,1,0,,0,1,0,0.0,9.307920700315046,3.0,1,0,False,False,False,True,False,False,False,True,False
47,management,single,no,yes,no,26,mar,360,326,1,1,326.0,1,1,0,2.1972245773362196,8.879472402074802,1.0,0,0,True,False,False,True,False,False,False,True,False
39,technician,single,no,no,no,26,mar,281,-1,1,0,,0,1,0,0.0,8.887652690325586,1.0,1,0,False,False,False,True,False,False,False,True,False
30,self-employed,single,no,no,no,29,mar,92,90,1,1,90.0,0,1,0,1.0986122886681098,8.957381735582787,2.0,0,0,False,False,True,True,False,False,False,True,False
28,admin.,single,no,no,no,29,mar,433,342,1,1,342.0,0,1,0,0.6931471805599453,8.946505025998682,3.0,0,0,True,False,False,False,True,False,False,True,False
57,management,divorced,no,no,no,30,mar,277,337,1,1,337.0,0,1,0,0.6931471805599453,9.223848722000975,2.0,0,0,False,False,True,True,False,False,False,True,False
23,services,single,no,no,no,30,mar,236,92,1,1,92.0,0,1,0,1.0986122886681098,8.900685318713995,1.0,0,0,False,True,False,True,False,False,True,False,False
56,housemaid,single,no,no,no,30,mar,110,-1,1,0,,0,1,0,0.0,9.082052351674651,1.0,1,1,False,False,False,False,False,False,False,True,False
44,admin.,divorced,no,yes,no,31,mar,262,-1,1,0,,1,1,0,0.0,8.91018077801329,2.0,1,0,False,False,False,True,False,False,False,True,False
80,retired,divorced,no,no,no,31,mar,577,223,1,1,223.0,0,1,0,1.3862943611198906,8.865593998902725,1.0,0,0,False,True,False,True,False,True,False,False,False
47,management,married,no,no,no,31,mar,193,181,1,1,181.0,0,1,0,0.6931471805599453,8.873047798971067,1.0,0,0,False,False,True,True,False,False,False,True,False
27,student,single,no,no,no,31,mar,175,181,1,1,181.0,0,1,0,0.6931471805599453,9.463819123086465,1.0,0,0,True,False,False,True,False,False,True,False,False
26,management,single,no,yes,yes,1,apr,149,350,1,1,350.0,1,1,1,0.6931471805599453,8.832295859444011,1.0,0,0,False,False,True,True,False,False,False,True,False
50,technician,divorced,no,no,no,1,apr,280,184,1,1,184.0,0,0,0,1.3862943611198906,8.831857935197906,1.0,0,0,False,False,True,True,False,False,True,False,False
84,retired,married,no,no,no,1,apr,390,94,1,1,94.0,0,1,0,1.3862943611198906,11.385694184894186,1.0,0,0,False,False,True,False,True,False,True,False,False
86,retired,married,no,no,no,1,apr,558,-1,1,0,,0,1,0,0.0,9.399720293137584,2.0,1,0,False,False,False,False,True,True,False,False,False
46,management,married,no,no,no,1,apr,216,370,1,1,370.0,0,1,0,0.6931471805599453,9.13938128303569,3.0,0,0,True,False,False,False,True,False,False,False,True
45,technician,married,no,no,yes,1,apr,358,-1,1,0,,1,1,1,0.0,9.011523512653032,2.0,1,0,False,False,False,True,False,False,True,False,False
60,blue-collar,married,no,no,no,1,apr,111,-1,1,0,,0,1,0,0.0,9.600894867348593,1.0,1,1,False,False,False,False,False,True,False,False,False
47,admin.,married,no,yes,no,5,apr,144,374,1,1,374.0,1,1,0,1.0986122886681098,8.842026529498812,4.0,0,0,False,False,True,True,False,False,True,False,False
53,admin.,married,no,no,no,5,apr,558,-1,1,0,,0,1,0,0.0,8.896724917497897,1.0,1,0,False,False,False,True,False,False,True,False,False
54,technician,married,no,yes,no,5,apr,547,626,1,1,626.0,1,1,0,1.0986122886681098,9.099520536870939,1.0,0,0,True,False,False,True,False,False,True,False,False
19,student,single,no,no,no,5,apr,327,-1,1,0,,0,1,0,0.0,8.887790764195326,3.0,1,0,False,False,False,True,False,False,True,False,False
24,student,single,no,no,no,5,apr,907,185,1,1,185.0,0,1,0,2.0794415416798357,9.303375237943373,4.0,0,0,True,False,False,True,False,False,True,False,False
39,management,divorced,no,no,no,5,apr,208,-1,1,0,,0,1,0,0.0,8.86403999703599,1.0,1,0,False,False,False,True,False,False,False,True,False
53,technician,married,no,no,no,5,apr,170,-1,1,0,,0,1,0,0.0,9.670924779305427,1.0,1,0,False,False,False,True,False,False,False,True,False
29,management,single,no,no,no,5,apr,459,307,1,1,307.0,0,1,0,0.6931471805599453,8.910450756416656,1.0,0,0,True,False,False,True,False,False,False,False,True
30,management,married,no,yes,no,5,apr,470,426,1,1,426.0,1,1,0,1.3862943611198906,8.846640813100485,7.0,0,0,False,True,False,True,False,False,False,True,False
32,management,single,no,yes,no,6,apr,317,363,1,1,363.0,1,1,0,1.0986122886681098,8.979290649090876,1.0,0,0,False,False,True,True,False,False,True,False,False
33,self-employed,single,no,yes,yes,6,apr,196,363,1,1,363.0,1,1,1,0.6931471805599453,8.910720661951359,1.0,0,0,True,False,False,True,False,False,False,True,False
33,management,single,no,yes,no,6,apr,122,98,1,1,98.0,1,1,0,1.0986122886681098,8.931551966694522,1.0,0,0,False,False,True,True,False,False,False,True,False
57,retired,married,no,no,no,6,apr,177,210,1,1,210.0,0,1,0,1.3862943611198906,8.86488793377419,2.0,0,0,True,False,False,True,False,False,False,False,True
27,technician,single,no,yes,no,6,apr,604,236,1,1,236.0,1,0,1,1.0986122886681098,8.822027322685583,3.0,0,0,True,False,False,True,False,False,False,True,False
55,management,married,no,yes,no,8,apr,222,-1,1,0,,1,1,0,0.0,9.27771860730613,2.0,1,0,False,False,False,True,False,False,False,True,False
36,management,single,no,no,no,12,apr,481,-1,1,0,,0,1,0,0.0,8.913011922472597,1.0,1,1,False,False,False,False,False,False,False,True,False
26,management,single,no,no,no,12,apr,524,206,1,1,206.0,0,1,0,1.791759469228055,9.047233034106032,4.0,0,0,False,False,True,True,False,False,False,True,False
31,admin.,married,no,no,no,12,apr,176,-1,1,0,,0,1,0,0.0,8.996899596123358,1.0,1,0,False,False,False,True,False,False,True,False,False
25,unemployed,single,no,no,no,12,apr,176,-1,1,0,,0,1,0,0.0,8.85051762174672,3.0,1,0,False,False,False,True,False,True,False,False,False
49,admin.,married,no,yes,no,13,apr,223,182,1,1,182.0,1,1,0,1.0986122886681098,8.860215358901183,1.0,0,0,True,False,False,True,False,False,True,False,False
30,management,single,no,no,no,13,apr,1093,-1,1,0,,0,1,0,0.0,9.271247306879705,1.0,1,0,False,False,False,True,False,False,False,True,False
32,management,single,no,no,no,13,apr,232,348,1,1,348.0,0,1,0,0.6931471805599453,9.089866218508309,1.0,0,0,False,False,True,True,False,False,False,True,False
36,management,single,no,no,no,13,apr,567,595,1,1,595.0,0,1,0,1.0986122886681098,8.893572718629306,1.0,0,0,True,False,False,True,False,False,False,True,False
38,management,married,no,no,no,13,apr,240,179,1,1,179.0,0,1,0,1.0986122886681098,8.89041055197428,1.0,0,0,True,False,False,True,False,False,False,True,False
45,blue-collar,single,no,no,no,13,apr,122,-1,1,0,,0,1,0,0.0,8.848652886213905,1.0,1,1,False,False,False,False,False,True,False,False,False
36,management,single,no,no,no,13,apr,398,-1,1,0,,0,1,0,0.0,8.840869624091395,2.0,1,0,False,False,False,True,False,False,False,False,True
23,student,single,no,no,no,13,apr,256,181,1,1,181.0,0,1,0,1.0986122886681098,8.847359875474174,5.0,0,0,False,False,True,True,False,False,True,False,False
38,technician,married,no,no,no,14,apr,173,-1,1,0,,0,1,0,0.0,8.901911226379612,1.0,1,1,False,False,False,False,False,False,True,False,False
44,services,married,no,yes,no,14,apr,250,181,1,1,181.0,1,1,0,2.1972245773362196,9.149103062504993,1.0,0,0,False,False,True,True,False,True,False,False,False
35,management,single,no,no,no,14,apr,133,183,1,1,183.0,0,1,0,1.0986122886681098,9.158520623246385,8.0,0,0,False,False,True,True,False,False,False,True,False
75,retired,married,no,no,no,15,apr,185,181,1,1,181.0,0,1,0,1.0986122886681098,9.27049429479593,1.0,0,0,False,False,True,False,True,False,True,False,False
26,technician,single,no,no,no,15,apr,200,-1,1,0,,0,1,0,0.0,8.976514972315112,1.0,1,0,False,False,False,True,False,False,False,True,False
59,technician,married,no,no,no,15,apr,159,378,1,1,378.0,0,1,0,1.3862943611198906,8.83200393125627,2.0,0,0,True,False,False,True,False,False,True,False,False
30,management,single,no,no,no,15,apr,141,-1,1,0,,0,1,0,0.0,8.865170419651774,1.0,1,0,False,False,False,True,False,False,False,True,False
36,blue-collar,married,no,no,no,15,apr,330,311,1,1,311.0,0,1,0,1.6094379124341003,8.990441550826862,1.0,0,0,False,False,True,True,False,True,False,False,False
39,technician,married,no,no,yes,15,apr,214,-1,1,0,,1,1,1,0.0,8.916237731721479,1.0,1,0,False,False,False,True,False,False,True,False,False
24,management,single,no,yes,no,15,apr,442,246,1,1,246.0,1,1,0,1.0986122886681098,8.933927891782632,2.0,0,0,False,True,False,True,False,False,False,True,False
22,services,single,no,no,no,15,apr,218,181,1,1,181.0,0,1,0,0.6931471805599453,8.85051762174672,2.0,0,0,False,False,True,True,False,False,True,False,False
36,management,married,no,yes,no,16,apr,297,182,1,1,182.0,1,0,1,1.0986122886681098,8.814924599721019,4.0,0,0,False,True,False,True,False,False,False,True,False
22,management,single,no,no,yes,16,apr,330,-1,1,0,,1,1,1,0.0,8.846928500099018,3.0,1,0,False,False,False,True,False,False,False,True,False
34,management,married,no,no,no,19,apr,125,-1,1,0,,0,1,0,0.0,8.914357274485015,2.0,1,0,False,False,False,True,False,False,False,True,False
22,student,single,no,no,no,19,apr,529,181,1,1,181.0,0,1,0,1.6094379124341003,9.241935933565934,1.0,0,0,False,False,True,True,False,True,False,False,False
57,management,married,no,yes,no,19,apr,1143,-1,1,0,,1,1,0,0.0,9.17926241640532,5.0,1,0,False,False,False,False,True,False,False,True,False
30,student,single,no,no,no,20,apr,175,183,1,1,183.0,0,1,0,0.6931471805599453,9.573454539543818,6.0,0,0,False,False,True,True,False,False,False,True,False
55,unemployed,divorced,no,no,no,20,apr,167,181,1,1,181.0,0,1,0,1.3862943611198906,8.875985891325971,1.0,0,0,False,False,True,True,False,False,True,False,False
38,blue-collar,divorced,no,yes,no,20,apr,162,181,1,1,181.0,1,0,0,1.791759469228055,8.831857935197906,1.0,0,0,False,False,True,False,True,False,True,False,False
39,blue-collar,single,no,yes,no,20,apr,462,648,1,1,648.0,1,1,0,0.6931471805599453,9.050288983827956,1.0,0,0,True,False,False,True,False,False,True,False,False
38,technician,single,no,no,no,20,apr,379,202,1,1,202.0,0,1,0,0.6931471805599453,9.054855469135788,3.0,0,0,False,False,True,True,False,False,True,False,False
24,admin.,single,no,no,no,21,apr,476,-1,1,0,,0,1,0,0.0,9.005036738790304,1.0,1,0,False,False,False,True,False,False,True,False,False
30,student,single,no,no,no,21,apr,595,254,1,1,254.0,0,1,0,0.6931471805599453,9.093244600099936,3.0,0,0,True,False,False,False,True,False,True,False,False
29,blue-collar,single,no,no,no,21,apr,403,-1,1,0,,0,1,0,0.0,8.896177422274805,1.0,1,0,False,False,False,False,True,False,False,True,False
25,student,single,no,no,no,21,apr,623,-1,1,0,,0,1,0,0.0,8.932080438103307,2.0,1,0,False,False,False,False,True,False,False,False,True
52,technician,married,no,yes,yes,21,apr,224,182,1,1,182.0,1,1,1,0.6931471805599453,8.884610231886873,2.0,0,0,False,False,True,True,False,False,True,False,False
62,management,married,no,no,no,22,apr,554,304,1,1,304.0,0,1,0,1.0986122886681098,8.967759126769497,1.0,0,0,False,False,True,True,False,False,False,True,False
40,technician,married,no,no,no,23,apr,499,185,1,1,185.0,0,1,0,1.6094379124341003,8.861491864286915,6.0,0,0,False,False,True,True,False,False,False,True,False
76,retired,married,no,no,no,23,apr,263,-1,1,0,,0,1,0,0.0,8.94494150776486,4.0,1,0,False,False,False,False,True,False,True,False,False
31,admin.,single,no,no,no,23,apr,342,-1,1,0,,0,1,0,0.0,8.889997357284841,1.0,1,0,False,False,False,True,False,False,True,False,False
42,self-employed,married,no,yes,no,23,apr,296,521,1,1,521.0,1,1,0,0.6931471805599453,8.99528899055931,1.0,0,0,True,False,False,True,False,False,True,False,False
43,technician,single,no,no,no,23,apr,291,182,1,1,182.0,0,1,0,1.3862943611198906,9.796125034207629,1.0,0,0,False,False,True,True,False,False,False,False,True
73,retired,married,no,no,no,23,apr,888,182,1,1,182.0,0,1,0,1.3862943611198906,8.941807118363164,1.0,0,0,False,False,True,True,False,True,False,False,False
41,management,divorced,no,no,no,23,apr,252,185,1,1,185.0,0,1,0,1.791759469228055,9.383116515926606,9.0,0,0,False,True,False,True,False,False,False,True,False
77,management,married,no,yes,no,23,apr,361,182,1,1,182.0,1,1,0,1.791759469228055,9.062883902508307,2.0,0,0,False,False,True,True,False,False,False,False,True
46,admin.,divorced,no,yes,no,26,apr,465,369,1,1,369.0,1,1,0,1.0986122886681098,8.892611378172106,2.0,0,0,False,False,True,True,False,True,False,False,False
35,technician,married,no,no,no,26,apr,182,186,1,1,186.0,0,1,0,1.0986122886681098,9.172430798902962,2.0,0,0,False,False,True,True,False,False,True,False,False
